file,source,access_or_archive_date,redistribution_basis,transformations,sha256,status
oxford_man_realized_5min.csv,"Oxford-Man Institute Realized Library; authors' archived rvdf.csv",2025-06-05,"Dataset was publicly downloadable before its discontinuation; the authors approved redistribution of the minimum research subset; source-provider rights and attribution remain in force","Retained Symbol, Date, rv5, and close_price for .SPX, .IXIC, and .DJI through 2020-12-18; sorted by Symbol and Date; full archived source SHA-256 a65def29a0c907d83b2595d6c0a4f6a4ab5c43e5ee52c23eb2ce901c25dc4f53",21d1de0a63a7fb27068d95e46f140f1ff43b4b716c1a23aedbae90db0b395ef5,author-approved
